phase,bag_num,unit_or_mayberry_stake,desert_source,mayberry_treatment,cultivation_f_g_c,cultivation_shade,cultivation_water,cultivation_substrate,cultivation_inoc_status,sod_section_num,lab_replicate,property,date_sampled,cores,slake,resurrect_block,resurrect_sample_provenance,resurrect_desert_treatment,date_eps,eps_extractor,eps_timepoint,eps_timepoint_months,lb_eps,tb_eps,g_eps,total_eps,chla,old_cyano_qPCR,Note
mayberry,,96,cp,WP,,shade,B,,,7,2,NA,,NA,NA,,,,7/10/19,ND,1,6,58.160,45.120,189.630,292.900,7.114,,
mayberry,,96,cp,WP,,shade,B,,,7,3,NA,,NA,NA,,,,7/10/19,ND,1,6,77.140,34.670,252.760,364.560,7.992,,
mayberry,,96,cp,WP,,shade,B,,,7,1,NA,,NA,NA,,,,8/13/19,ND,2,8,41.340,427.940,534.460,1003.740,6.430,,
mayberry,,96,cp,WP,,shade,B,,,7,2,NA,,NA,NA,,,,8/13/19,ND,2,8,36.470,376.080,449.950,862.500,7.114,,
mayberry,,96,cp,WP,,shade,B,,,7,3,NA,,NA,NA,,,,8/13/19,ND,2,8,60.440,409.370,490.780,960.590,7.992,,
sod,1396,49,CP,WPB,,,,,,1,,CRC,11.6.20,4,4,,,,,,,,,,,,,,
sod,1397,49,CP,WPB,,,,,,2,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1398,49,CP,WPB,,,,,,3,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1399,49,CP,WPB,,,,,,4,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1400,49,CP,J,,,,,,1,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1401,49,CP,J,,,,,,2,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1402,49,CP,J,,,,,,3,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1403,49,CP,J,,,,,,4,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1404,49,CP,WJ,,,,,,1,,CRC,11.6.20,4,6,,,,,,,,,,,,,,
sod,1405,49,CP,WJ,,,,,,2,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1406,49,CP,WJ,,,,,,3,,CRC,11.6.20,4,5,,,,,,,,,,,,,,
sod,1407,49,CP,WJ,,,,,,4,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1408,49,CP,PB,,,,,,1,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1409,49,CP,PB,,,,,,2,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1410,49,CP,PB,,,,,,3,,CRC,11.6.20,4,0,,,,,,,,,,,,,,
sod,1411,49,CP,PB,,,,,,4,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1624,50,SN,J,,,,,,1,,CRC,11.10.20,4,3,,,,,,,,,,,,,,
sod,1625,50,SN,J,,,,,,2,,CRC,11.10.20,4,2,,,,,,,,,,,,,,
sod,1626,50,SN,J,,,,,,3,,CRC,11.10.20,4,1,,,,,,,,,,,,,,
sod,1627,50,SN,J,,,,,,4,,CRC,11.10.20,4,2,,,,,,,,,,,,,,
sod,1628,50,SN,WPB,,,,,,1,,CRC,11.10.20,4,1,,,,,,,,,,,,,,
sod,1629,50,SN,WPB,,,,,,2,,CRC,11.10.20,4,5,,,,,,,,,,,,,,
sod,1630,50,SN,WPB,,,,,,3,,CRC,11.10.20,4,2,,,,,,,,,,,,,,
sod,1631,50,SN,WPB,,,,,,4,,CRC,11.10.20,4,2,,,,,,,,,,,,,,
sod,1632,50,SN,WJ,,,,,,1,,CRC,11.10.20,4,3,,,,,,,,,,,,,,
sod,1633,50,SN,WJ,,,,,,2,,CRC,11.10.20,4,3,,,,,,,,,,,,,,
sod,1634,50,SN,WJ,,,,,,3,,CRC,11.10.20,4,5,,,,,,,,,,,,,,
sod,1635,50,SN,WJ,,,,,,4,,CRC,11.10.20,4,3,,,,,,,,,,,,,,
sod,1636,50,SN,PB,,,,,,1,,CRC,11.10.20,4,4,,,,,,,,,,,,,,
sod,1637,50,SN,PB,,,,,,2,,CRC,11.10.20,4,2,,,,,,,,,,,,,,
sod,1638,50,SN,PB,,,,,,3,,CRC,11.10.20,4,3,,,,,,,,,,,,,,
sod,1639,50,SN,PB,,,,,,4,,CRC,11.10.20,4,4,,,,,,,,,,,,,,
sod,1640,51,MX,WPB,,,,,,1,,CRC,11.10.20,4,3,,,,,,,,,,,,,,
sod,1641,51,MX,WPB,,,,,,2,,CRC,11.10.20,4,3,,,,,,,,,,,,,,
sod,1642,51,MX,WPB,,,,,,3,,CRC,11.10.20,4,2,,,,,,,,,,,,,,
sod,1643,51,MX,WPB,,,,,,4,,CRC,11.10.20,4,0,,,,,,,,,,,,,,
sod,1644,51,MX,WJ,,,,,,1,,CRC,11.10.20,4,3,,,,,,,,,,,,,,
sod,1645,51,MX,WJ,,,,,,2,,CRC,11.10.20,4,5,,,,,,,,,,,,,,
sod,1646,51,MX,WJ,,,,,,3,,CRC,11.10.20,4,3,,,,,,,,,,,,,,
sod,1647,51,MX,WJ,,,,,,4,,CRC,11.10.20,4,6,,,,,,,,,,,,,,
sod,1648,51,MX,PB,,,,,,1,,CRC,11.10.20,4,2,,,,,,,,,,,,,,
sod,1649,51,MX,PB,,,,,,2,,CRC,11.10.20,4,3,,,,,,,,,,,,,,
sod,1650,51,MX,PB,,,,,,3,,CRC,11.10.20,4,6,,,,,,,,,,,,,,
sod,1651,51,MX,PB,,,,,,4,,CRC,11.10.20,4,3,,,,,,,,,,,,,,
sod,1652,51,MX,J,,,,,,1,,CRC,11.10.20,4,2,,,,,,,,,,,,,,
sod,1653,51,MX,J,,,,,,2,,CRC,11.10.20,4,5,,,,,,,,,,,,,,
sod,1654,51,MX,J,,,,,,3,,CRC,11.10.20,4,3,,,,,,,,,,,,,,
sod,1655,51,MX,J,,,,,,4,,CRC,11.10.20,4,6,,,,,,,,,,,,,,
sod,1300,52,MJ,WP,,,,,,1,,SP,11.5.20,6,4,,,,,,,,,,,,,,
sod,1301,52,MJ,WP,,,,,,2,,SP,11.5.20,6,5,,,,,,,,,,,,,,
sod,1302,52,MJ,WP,,,,,,3,,SP,11.5.20,6,4,,,,,,,,,,,,,,
sod,1303,52,MJ,WP,,,,,,4,,SP,11.5.20,6,3,,,,,,,,,,,,,,
sod,1304,52,MJ,WJ,,,,,,1,,SP,11.5.20,6,4,,,,,,,,,,,,,,
sod,1305,52,MJ,WJ,,,,,,2,,SP,11.5.20,6,2,,,,,,,,,,,,,,
sod,1306,52,MJ,WJ,,,,,,3,,SP,11.5.20,6,5,,,,,,,,,,,,,,
sod,1307,52,MJ,WJ,,,,,,4,,SP,11.5.20,6,1,,,,,,,,,,,,,,
sod,1308,52,MJ,PB,,,,,,1,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1309,52,MJ,PB,,,,,,2,,SP,11.11.20,4,5,,,,,,,,,,,,,,
sod,1310,52,MJ,PB,,,,,,3,,SP,11.11.20,4,3,,,,,,,,,,,,,,
sod,1311,52,MJ,PB,,,,,,4,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1312,52,MJ,JB,,,,,,1,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1313,52,MJ,JB,,,,,,2,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1314,52,MJ,JB,,,,,,3,,SP,11.11.20,4,5,,,,,,,,,,,,,,
sod,1315,52,MJ,JB,,,,,,4,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1684,54,MJ,J,,,,,,1,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1685,54,MJ,J,,,,,,2,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1686,54,MJ,J,,,,,,3,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1687,54,MJ,J,,,,,,4,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1688,54,MJ,WJB,,,,,,1,,SP,11.11.20,4,3,,,,,,,,,,,,,,
sod,1689,54,MJ,WJB,,,,,,2,,SP,11.11.20,4,6,,,,,,,,,,,,,,
sod,1690,54,MJ,WJB,,,,,,3,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1691,54,MJ,WJB,,,,,,4,,SP,11.11.20,4,5,,,,,,,,,,,,,,
sod,1692,54,MJ,WPB,,,,,,1,,SP,11.11.20,4,4,,,,,,,,,,,,,,
sod,1693,54,MJ,WPB,,,,,,2,,SP,11.11.20,4,1,,,,,,,,,,,,,,
sod,1694,54,MJ,WPB,,,,,,3,,SP,11.11.20,4,5,,,,,,,,,,,,,,
sod,1695,54,MJ,WPB,,,,,,4,,SP,11.11.20,4,3,,,,,,,,,,,,,,
sod,1696,54,MJ,P,,,,,,1,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1697,54,MJ,P,,,,,,2,,SP,11.11.20,4,3,,,,,,,,,,,,,,
sod,1698,54,MJ,P,,,,,,3,,SP,11.11.20,4,4,,,,,,,,,,,,,,
sod,1699,54,MJ,P,,,,,,4,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1344,56,CP,WJB,,,,,,1,,CRC,11.6.20,4,6,,,,,,,,,,,,,,
sod,1345,56,CP,WJB,,,,,,2,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1346,56,CP,WJB,,,,,,3,,CRC,11.6.20,4,4,,,,,,,,,,,,,,
sod,1347,56,CP,WJB,,,,,,4,,CRC,11.6.20,4,4,,,,,,,,,,,,,,
sod,1348,56,CP,JB,,,,,,1,,CRC,11.6.20,4,1,,,,,,,,,,,,,,
sod,1349,56,CP,JB,,,,,,2,,CRC,11.6.20,4,1,,,,,,,,,,,,,,
sod,1350,56,CP,JB,,,,,,3,,CRC,11.6.20,4,5,,,,,,,,,,,,,,
sod,1351,56,CP,JB,,,,,,4,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1352,56,CP,P,,,,,,1,,CRC,11.6.20,4,1,,,,,,,,,,,,,133.532,
sod,1353,56,CP,P,,,,,,2,,CRC,11.6.20,4,4,,,,,,,,,,,,,3346400,
sod,1354,56,CP,P,,,,,,3,,CRC,11.6.20,4,5,,,,,,,,,,,,,,
sod,1355,56,CP,P,,,,,,4,,CRC,11.6.20,4,1,,,,,,,,,,,,,,
sod,1356,56,CP,WP,,,,,,1,,CRC,11.6.20,4,0,,,,,,,,,,,,,,
sod,1357,56,CP,WP,,,,,,2,,CRC,11.6.20,4,4,,,,,,,,,,,,,,
sod,1358,56,CP,WP,,,,,,3,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1359,56,CP,WP,,,,,,4,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1364,57,MJ,PB,,,,,,1,,CRC,11.6.20,4,5,,,,,,,,,,,,,,
sod,1365,57,MJ,PB,,,,,,2,,CRC,11.6.20,4,5,,,,,,,,,,,,,,
sod,1366,57,MJ,PB,,,,,,3,,CRC,11.6.20,4,6,,,,,,,,,,,,,,
sod,1367,57,MJ,PB,,,,,,4,,CRC,11.6.20,4,0,,,,,,,,,,,,,,
sod,1368,57,MJ,WJ,,,,,,1,,CRC,11.6.20,4,5,,,,,,,,,,,,,,
sod,1369,57,MJ,WJ,,,,,,2,,CRC,11.6.20,4,5,,,,,,,,,,,,,,
sod,1370,57,MJ,WJ,,,,,,3,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1371,57,MJ,WJ,,,,,,4,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1372,57,MJ,WPB,,,,,,1,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1373,57,MJ,WPB,,,,,,2,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1374,57,MJ,WPB,,,,,,3,,CRC,11.6.20,4,4,,,,,,,,,,,,,,
sod,1375,57,MJ,WPB,,,,,,4,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1376,57,MJ,J,,,,,,1,,CRC,11.6.20,4,4,,,,,,,,,,,,,,
sod,1377,57,MJ,J,,,,,,2,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1378,57,MJ,J,,,,,,3,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1379,57,MJ,J,,,,,,4,,CRC,11.6.20,4,1,,,,,,,,,,,,,,
sod,1432,58,CP,WJ,,,,,,1,,CRC,11.6.20,4,6,,,,,,,,,,,,,,
sod,1433,58,CP,WJ,,,,,,2,,CRC,11.6.20,4,6,,,,,,,,,,,,,,
sod,1434,58,CP,WJ,,,,,,3,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1435,58,CP,WJ,,,,,,4,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1436,58,CP,PB,,,,,,1,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1437,58,CP,PB,,,,,,2,,CRC,11.6.20,4,4,,,,,,,,,,,,,,
sod,1438,58,CP,PB,,,,,,3,,CRC,11.6.20,4,4,,,,,,,,,,,,,,
sod,1439,58,CP,PB,,,,,,4,,CRC,11.6.20,4,5,,,,,,,,,,,,,,
sod,1440,58,CP,J,,,,,,1,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1441,58,CP,J,,,,,,2,,CRC,11.6.20,4,6,,,,,,,,,,,,,,
sod,1442,58,CP,J,,,,,,3,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1443,58,CP,J,,,,,,4,,CRC,11.6.20,4,1,,,,,,,,,,,,,,
sod,1444,58,CP,WPB,,,,,,1,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1445,58,CP,WPB,,,,,,2,,CRC,11.6.20,4,4,,,,,,,,,,,,,,
sod,1446,58,CP,WPB,,,,,,3,,CRC,11.6.20,4,4,,,,,,,,,,,,,,
sod,1447,58,CP,WPB,,,,,,4,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1380,59,SN,PB,,,,,,1,,CRC,11.6.20,4,5,,,,,,,,,,,,,,
sod,1381,59,SN,PB,,,,,,2,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1382,59,SN,PB,,,,,,3,,CRC,11.6.20,4,4,,,,,,,,,,,,,,
sod,1383,59,SN,PB,,,,,,4,,CRC,11.6.20,4,4,,,,,,,,,,,,,,
sod,1384,59,SN,WJ,,,,,,1,,CRC,11.6.20,4,1,,,,,,,,,,,,,,
sod,1385,59,SN,WJ,,,,,,2,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1386,59,SN,WJ,,,,,,3,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1387,59,SN,WJ,,,,,,4,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1388,59,SN,WPB,,,,,,1,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1389,59,SN,WPB,,,,,,2,,CRC,11.6.20,4,4,,,,,,,,,,,,,,
sod,1390,59,SN,WPB,,,,,,3,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1391,59,SN,WPB,,,,,,4,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1392,59,SN,J,,,,,,1,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1393,59,SN,J,,,,,,2,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1394,59,SN,J,,,,,,3,,CRC,11.6.20,4,4,,,,,,,,,,,,,,
sod,1395,59,SN,J,,,,,,4,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1668,60,MX,WJB,,,,,,1,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1669,60,MX,WJB,,,,,,2,,SP,11.11.20,4,5,,,,,,,,,,,,,,
sod,1670,60,MX,WJB,,,,,,3,,SP,11.11.20,4,3,,,,,,,,,,,,,,
sod,1671,60,MX,WJB,,,,,,4,,SP,11.11.20,4,3,,,,,,,,,,,,,,
sod,1672,60,MX,WPB,,,,,,1,,SP,11.11.20,4,5,,,,,,,,,,,,,,
sod,1673,60,MX,WPB,,,,,,2,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1674,60,MX,WPB,,,,,,3,,SP,11.11.20,4,4,,,,,,,,,,,,,,
sod,1675,60,MX,WPB,,,,,,4,,SP,11.11.20,4,6,,,,,,,,,,,,,,
sod,1676,60,MX,P,,,,,,1,,SP,11.11.20,4,5,,,,,,,,,,,,,,
sod,1677,60,MX,P,,,,,,2,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1678,60,MX,P,,,,,,3,,SP,11.11.20,4,6,,,,,,,,,,,,,,
sod,1679,60,MX,P,,,,,,4,,SP,11.11.20,4,3,,,,,,,,,,,,,,
sod,1680,60,MX,JB,,,,,,1,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1681,60,MX,JB,,,,,,2,,SP,11.11.20,4,0,,,,,,,,,,,,,,
sod,1682,60,MX,JB,,,,,,3,,SP,11.11.20,4,4,,,,,,,,,,,,,,
sod,1683,60,MX,JB,,,,,,4,,SP,11.11.20,4,0,,,,,,,,,,,,,,
sod,1824,67,CP,WPB,,,,,,1,,CRC,11.14.20,4,3,,,,,,,,,,,,,,
sod,1825,67,CP,WPB,,,,,,2,,CRC,11.14.20,4,4,,,,,,,,,,,,,,
sod,1826,67,CP,WPB,,,,,,3,,CRC,11.14.20,4,2,,,,,,,,,,,,,,
sod,1827,67,CP,WPB,,,,,,4,,CRC,11.14.20,4,4,,,,,,,,,,,,,,
sod,1828,67,CP,PB,,,,,,1,,CRC,11.14.20,4,3,,,,,,,,,,,,,,
sod,1829,67,CP,PB,,,,,,2,,CRC,11.14.20,4,2,,,,,,,,,,,,,,
sod,1830,67,CP,PB,,,,,,3,,CRC,11.14.20,4,5,,,,,,,,,,,,,,
sod,1831,67,CP,PB,,,,,,4,,CRC,11.14.20,4,4,,,,,,,,,,,,,,
sod,1832,67,CP,WJ,,,,,,1,,CRC,11.14.20,4,5,,,,,,,,,,,,,,
sod,1833,67,CP,WJ,,,,,,2,,CRC,11.14.20,4,2,,,,,,,,,,,,,,
sod,1834,67,CP,WJ,,,,,,3,,CRC,11.14.20,4,3,,,,,,,,,,,,,,
sod,1835,67,CP,WJ,,,,,,4,,CRC,11.14.20,4,5,,,,,,,,,,,,,,
sod,1836,67,CP,J,,,,,,1,,CRC,11.14.20,4,0,,,,,,,,,,,,,,
sod,1837,67,CP,J,,,,,,2,,CRC,11.14.20,4,0,,,,,,,,,,,,,,
sod,1838,67,CP,J,,,,,,3,,CRC,11.14.20,4,3,,,,,,,,,,,,,,
sod,1839,67,CP,J,,,,,,4,,CRC,11.14.20,4,3,,,,,,,,,,,,,,
sod,1756,68,MJ,J,,,,,,1,,CRC,11.12.20,4,2,,,,,,,,,,,,,,
sod,1757,68,MJ,J,,,,,,2,,CRC,11.12.20,4,2,,,,,,,,,,,,,,
sod,1758,68,MJ,J,,,,,,3,,CRC,11.12.20,4,3,,,,,,,,,,,,,,
sod,1759,68,MJ,J,,,,,,4,,CRC,11.12.20,4,2,,,,,,,,,,,,,,
sod,1760,68,MJ,WJ,,,,,,1,,CRC,11.12.20,4,1,,,,,,,,,,,,,,
sod,1761,68,MJ,WJ,,,,,,2,,CRC,11.12.20,4,1,,,,,,,,,,,,,,
sod,1762,68,MJ,WJ,,,,,,3,,CRC,11.12.20,4,1,,,,,,,,,,,,,,
sod,1763,68,MJ,WJ,,,,,,4,,CRC,11.12.20,4,5,,,,,,,,,,,,,,
sod,1764,68,MJ,PB,,,,,,1,,CRC,11.12.20,4,2,,,,,,,,,,,,,,
sod,1765,68,MJ,PB,,,,,,2,,CRC,11.12.20,4,4,,,,,,,,,,,,,,
sod,1766,68,MJ,PB,,,,,,3,,CRC,11.12.20,4,3,,,,,,,,,,,,,,
sod,1767,68,MJ,PB,,,,,,4,,CRC,11.12.20,4,2,,,,,,,,,,,,,,
sod,1768,68,MJ,WPB,,,,,,1,,CRC,11.12.20,4,6,,,,,,,,,,,,,,
sod,1769,68,MJ,WPB,,,,,,2,,CRC,11.12.20,4,4,,,,,,,,,,,,,,
sod,1770,68,MJ,WPB,,,,,,3,,CRC,11.12.20,4,2,,,,,,,,,,,,,,
sod,1771,68,MJ,WPB,,,,,,4,,CRC,11.12.20,4,1,,,,,,,,,,,,,,
sod,1608,68,,PB,,,,,,1,,CRC,11.10.20,4,,,,,,,,,,,,,,,
sod,1609,68,,PB,,,,,,2,,CRC,11.10.20,4,,,,,,,,,,,,,,,
sod,1610,68,,PB,,,,,,3,,CRC,11.10.20,4,,,,,,,,,,,,,,,
sod,1611,68,,PB,,,,,,4,,CRC,11.10.20,4,,,,,,,,,,,,,,,
sod,1612,68,,J,,,,,,1,,CRC,11.10.20,4,,,,,,,,,,,,,,,
sod,1613,68,,J,,,,,,2,,CRC,11.10.20,4,,,,,,,,,,,,,,,
sod,1614,68,,J,,,,,,3,,CRC,11.10.20,4,,,,,,,,,,,,,,,
sod,1615,68,,J,,,,,,4,,CRC,11.10.20,4,,,,,,,,,,,,,,,
sod,1616,68,,WJ,,,,,,1,,CRC,11.10.20,4,,,,,,,,,,,,,,,
sod,1617,68,,WJ,,,,,,2,,CRC,11.10.20,4,,,,,,,,,,,,,,,
sod,1618,68,,WJ,,,,,,3,,CRC,11.10.20,4,,,,,,,,,,,,,,,
sod,1619,68,,WJ,,,,,,4,,CRC,11.10.20,4,,,,,,,,,,,,,,,
sod,1620,68,,WPB,,,,,,1,,CRC,11.10.20,4,,,,,,,,,,,,,,,
sod,1621,68,,WPB,,,,,,2,,CRC,11.10.20,4,,,,,,,,,,,,,,,
sod,1622,68,,WPB,,,,,,3,,CRC,11.10.20,4,,,,,,,,,,,,,,,
sod,1623,68,,WPB,,,,,,4,,CRC,11.10.20,4,,,,,,,,,,,,,,,
sod,1412,70,MJ,WP,,,,,,1,,CRC,11.6.20,4,2,,,,6/30/22,SDJ,1,12,64.190,501.100,625.000,1190.290,2.280,,
sod,1413,70,MJ,WP,,,,,,2,,CRC,11.6.20,4,2,,,,6/30/22,SDJ,1,12,14.200,388.400,653.240,1055.840,2.280,,
sod,1414,70,MJ,WP,,,,,,3,,CRC,11.6.20,4,5,,,,6/30/22,SDJ,1,12,33.510,420.910,555.840,1010.260,1.140,,
sod,1415,70,MJ,WP,,,,,,4,,CRC,11.6.20,4,2,,,,6/30/22,SDJ,1,12,19.470,346.060,552.660,918.190,0.000,,
sod,1416,70,MJ,WJB,,,,,,1,,CRC,11.6.20,4,4,,,,,,,,,,,,,,
sod,1417,70,MJ,WJB,,,,,,2,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1418,70,MJ,WJB,,,,,,3,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1419,70,MJ,WJB,,,,,,4,,CRC,11.6.20,4,1,,,,,,,,,,,,,,
sod,1420,70,MJ,JB,,,,,,1,,CRC,11.6.20,4,4,,,,,,,,,,,,,,
sod,1421,70,MJ,JB,,,,,,2,,CRC,11.6.20,4,4,,,,,,,,,,,,,,
sod,1422,70,MJ,JB,,,,,,3,,CRC,11.6.20,4,1,,,,,,,,,,,,,,
sod,1423,70,MJ,JB,,,,,,4,,CRC,11.6.20,4,2,,,,,,,,,,,,,,
sod,1424b,70,MJ,P,,,,,,,,,,,,,,,7/14/22,,,,101.530,274.780,668.340,1044.640,0.000,,
sod,1424,70,MJ,P,,,,,,1,,CRC,11.6.20,4,1,,,,7/14/22,SDJ,1,12,53.810,429.710,430.430,913.950,0.000,4223000,
sod,1425,70,MJ,P,,,,,,2,,CRC,11.6.20,4,3,,,,,,,,,,,,,,
sod,1426,70,MJ,P,,,,,,3,,CRC,11.6.20,4,2,,,,7/14/22,SDJ,1,12,61.310,453.190,769.850,1284.360,2.280,,
sod,1427,70,MJ,P,,,,,,4,,CRC,11.6.20,4,1,,,,7/14/22,SDJ,1,12,89.150,228.840,667.170,985.160,1.140,4762800,
sod,1720,71,CP,WP,,,,,,1,,SP,11.11.20,4,1,,,,,,,,,,,,,,
sod,1721,71,CP,WP,,,,,,2,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1722,71,CP,WP,,,,,,3,,SP,11.11.20,4,3,,,,,,,,,,,,,,
sod,1723,71,CP,WP,,,,,,4,,SP,11.11.20,4,3,,,,,,,,,,,,,,
sod,1724,71,CP,JB,,,,,,1,,SP,11.11.20,4,5,,,,,,,,,,,,,,
sod,1725,71,CP,JB,,,,,,2,,SP,11.11.20,4,3,,,,,,,,,,,,,,
sod,1726,71,CP,JB,,,,,,3,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1727,71,CP,JB,,,,,,4,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1728,71,CP,WPB,,,,,,1,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1729,71,CP,WPB,,,,,,2,,SP,11.11.20,4,5,,,,,,,,,,,,,,
sod,1730,71,CP,WPB,,,,,,3,,SP,11.11.20,4,4,,,,,,,,,,,,,,
sod,1731,71,CP,WPB,,,,,,4,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1732,71,CP,WJB,,,,,,1,,SP,11.11.20,4,5,,,,,,,,,,,,,,
sod,1733,71,CP,WJB,,,,,,2,,SP,11.11.20,4,3,,,,,,,,,,,,,,
sod,1734,71,CP,WJB,,,,,,3,,SP,11.11.20,4,6,,,,,,,,,,,,,,
sod,1735,71,CP,WJB,,,,,,4,,SP,11.11.20,4,5,,,,,,,,,,,,,,
sod,1536,72,SN,WP,,,,,,1,,CRC,11.10.20,4,2,,,,6/30/22,SDJ,1,12,4.760,221.750,326.030,552.540,1.140,,
sod,1537,72,SN,WP,,,,,,2,,CRC,11.10.20,4,6,,,,6/30/22,SDJ,1,12,27.400,284.640,488.910,800.950,1.140,,
sod,1538,72,SN,WP,,,,,,3,,CRC,11.10.20,4,2,,,,6/30/22,SDJ,1,12,49.200,264.160,332.000,645.360,2.280,,
sod,1539,72,SN,WP,,,,,,4,,CRC,11.10.20,4,5,,,,6/30/22,SDJ,1,12,8.620,373.440,443.440,825.500,2.280,,
sod,1540,72,SN,JB ,,,,,,1,,CRC,11.10.20,4,1,,,,,,,,,,,,,,
sod,1541,72,SN,JB ,,,,,,2,,CRC,11.10.20,4,6,,,,,,,,,,,,,,
sod,1542,72,SN,JB ,,,,,,3,,CRC,11.10.20,4,6,,,,,,,,,,,,,,
sod,1543,72,SN,JB ,,,,,,4,,CRC,11.10.20,4,6,,,,,,,,,,,,,,
sod,1544,72,SN,WJB,,,,,,1,,CRC,11.10.20,4,2,,,,,,,,,,,,,,
sod,1545,72,SN,WJB,,,,,,2,,CRC,11.10.20,4,1,,,,,,,,,,,,,,
sod,1546,72,SN,WJB,,,,,,3,,CRC,11.10.20,4,3,,,,,,,,,,,,,,
sod,1547,72,SN,WJB,,,,,,4,,CRC,11.10.20,4,1,,,,,,,,,,,,,,
sod,1548,72,SN,P,,,,,,1,,CRC,11.10.20,4,3,,,,6/30/22,SDJ,1,12,39.390,401.730,574.120,1015.240,0.000,,
sod,1549,72,SN,P,,,,,,2,,CRC,11.10.20,4,4,,,,6/30/22,SDJ,1,12,3.700,235.840,524.510,764.050,0.000,,
sod,1550,72,SN,P,,,,,,3,,CRC,11.10.20,4,3,,,,6/30/22,SDJ,1,12,2.140,278.650,435.270,716.060,0.000,,
sod,1551,72,SN,P,,,,,,4,,CRC,11.10.20,4,3,,,,6/30/22,SDJ,1,12,0.000,278.780,245.160,523.940,1.140,,
sod,1704,75,CP,J,,,,,,1,,SP,11.11.20,4,2,,,,,,,,,,,,,,
sod,1705,75,CP,J,,,,,,2,,SP,11.11.20,4,5,,,,,,,,,,,,,,
